frame,x,y
3,0.01265625,-0.00790625
4,0.02743125,-0.00775625
5,0.03485625,-0.0157
6,0.038525,-0.01971875
7,0.041493749999999996,-0.0133875
8,0.04069375,-0.0045375
9,0.03419375,0.0034312500000000003
10,0.0315,0.0105375
11,0.0331,0.0173625
12,0.03595625,0.0296875
13,0.03346875,0.0409875
14,0.02149375,0.0516875
15,0.0048125,0.063625
16,-0.00345625,0.07302499999999999
17,-0.002925,0.07745
18,0.00017499999999999997,0.07445
19,-0.0003875,0.073175
20,-0.00099375,0.07355625
21,0.0009625,0.06995625
22,0.00413125,0.060625
23,0.01339375,0.04499375
24,0.0213,0.030025
25,0.02663125,0.01873125
26,0.03749375,0.00408125
27,0.0474,-0.0129625
28,0.05568125,-0.023425
29,0.06125,-0.02873125
30,0.07105,-0.03429375
31,0.07986875,-0.0392375
32,0.08144375,-0.03288125
33,0.07985,-0.01655
34,0.0830625,-0.0061375
35,0.09323125,-0.0040625
36,0.10021875,-0.00051875
37,0.09475625,0.00526875
38,0.0898875,0.00688125
39,0.0967875,0.00731875
40,0.10825625,0.0099
41,0.1148375,0.00758125
42,0.11538124999999999,0.00443125
43,0.1223125,-0.0002375
44,0.12905,-0.00498125
45,0.13033124999999998,-0.00313125
46,0.12495,0.00144375
47,0.112,0.0020499999999999997
48,0.10358125,0.00305625
49,0.0954375,0.005575
50,0.08153125,0.00405625
51,0.0665,0.00263125
52,0.05729375,0.00261875
53,0.05158125,-0.0016749999999999998
54,0.04536875,-0.0092875
55,0.03850625,-0.01136875
56,0.0322375,-0.0108
57,0.02984375,-0.0139
58,0.03291875,-0.01676875
59,0.0372875,-0.02408125
60,0.03554375,-0.03708125
61,0.029249999999999998,-0.0484375
62,0.02503125,-0.05865625
63,0.0205875,-0.06874375
64,0.013075,-0.07406875
65,0.0001000000000000001,-0.076725
66,-0.0035375,-0.0789
67,-0.00486875,-0.07846875
68,-0.007675,-0.073225
69,-0.00226875,-0.07176249999999999
70,0.0093875,-0.0722875
71,0.01845,-0.0733
72,0.01963125,-0.07521875
73,0.01165625,-0.078375
74,0.00735625,-0.08325625
75,0.009975,-0.087275
76,0.0162875,-0.0867125
77,0.02258125,-0.0889375
78,0.02240625,-0.09133125
79,0.0211,-0.08933125
80,0.021281249999999998,-0.08725
81,0.02651875,-0.08638124999999999
82,0.03285,-0.08803125
83,0.035325,-0.08923125
84,0.035825,-0.08988125
85,0.04371875,-0.09130625
86,0.060625,-0.09218125
87,0.0771875,-0.095725
88,0.09058125,-0.10195625
89,0.1025875,-0.107
90,0.106125,-0.1099375
91,0.108575,-0.11258750000000001
92,0.11978749999999999,-0.11739375
93,0.13459375,-0.12006875
94,0.14303125,-0.12759375
95,0.13939375,-0.13910625000000001
96,0.135175,-0.14923125
97,0.140775,-0.16054375
98,0.15091875,-0.17516875
99,0.15393125,-0.1825625
100,0.1564125,-0.1821
101,0.15873125,-0.18005
102,0.1632375,-0.17835
103,0.16646875,-0.1775125
104,0.17298125,-0.17810625
105,0.17988125,-0.1803
106,0.18109375,-0.1845375
107,0.18587499999999998,-0.19364375
108,0.1985375,-0.20545625
109,0.2096625,-0.2109375
110,0.21444375,-0.21055
111,0.22191875,-0.20635
112,0.23480625,-0.20119375
113,0.25604375,-0.20055
114,0.2861125,-0.18434375
115,0.24525,-0.1383375
116,0.14791875,-0.10743749999999999
117,0.05058125,-0.07654375
118,-0.04675625,-0.045643750000000004
119,-0.1441,-0.01475
120,-0.2414375,0.01615
121,-0.3387625,0.04704375
122,-0.4361,0.07794374999999999
123,-0.5334375,0.10884374999999999
124,-0.5468437500000001,0.1080125
125,-0.48405625,0.0701875
126,-0.44036875,0.034275
127,-0.4075,-0.0018124999999999999
128,-0.3861375,-0.03103125
129,-0.38021875,-0.044075
130,-0.3773625,-0.0415125
131,-0.3675375,-0.025599999999999998
132,-0.35772499999999996,0.0013874999999999998
133,-0.34951875,0.02858125
134,-0.34066875,0.05264375
135,-0.333025,0.07135625
136,-0.32588125,0.084475
137,-0.32593125,0.093675
138,-0.32929375,0.101675
139,-0.324475,0.10671875
140,-0.32053125,0.1119625
141,-0.31888125,0.12004375
142,-0.319925,0.1282375
143,-0.31630625,0.1305375
144,-0.3161,0.1273
145,-0.32005,0.12275
146,-0.32664375,0.11741875
147,-0.33084375,0.11014375
148,-0.326275,0.10241875
149,-0.3219,0.08859375
150,-0.32561249999999997,0.07314375
151,-0.32885,0.05524375
152,-0.3291875,0.03908125
153,-0.33118125,0.0301125
154,-0.33470625,0.0260875
155,-0.32918125,0.02079375
156,-0.31729375,0.00865
157,-0.29935625,-0.00659375
158,-0.28343125,-0.019925000000000002
159,-0.27361875,-0.0300375
160,-0.2620375,-0.046075
161,-0.24785,-0.0667375
162,-0.228925,-0.079875
163,-0.21106875,-0.09052500000000001
164,-0.1958125,-0.09899375
165,-0.17858125,-0.0980375
166,-0.1596125,-0.0946
167,-0.14706875,-0.09343125
168,-0.141175,-0.0946125
169,-0.14041875,-0.09371875
170,-0.13958125,-0.08939375
171,-0.131125,-0.0895875
172,-0.11845,-0.08465625
173,-0.1121375,-0.07896875
174,-0.11054375,-0.07348125
175,-0.10719375,-0.0601125
176,-0.10016875,-0.0472125
177,-0.08593125,-0.03790625
178,-0.06879375,-0.0342
179,-0.05280625,-0.03654375
180,-0.034300000000000004,-0.04405625
181,-0.01909375,-0.050375
182,-0.01525,-0.05455625
183,-0.01340625,-0.05671875
184,-0.0072375,-0.06075
185,0.00095625,-0.0646
186,0.00461875,-0.063825
187,0.0062375,-0.0596125
188,0.01075,-0.0558375
189,0.0118125,-0.052893749999999996
190,0.00630625,-0.04763125
191,-0.00047499999999999994,-0.04195
192,-0.0065249999999999996,-0.03549375
193,-0.0044875,-0.03475625
194,-0.0056875,-0.0400625
195,-0.0150375,-0.0439375
196,-0.01591875,-0.051250000000000004
197,-0.00585625,-0.065875
198,0.0045562499999999995,-0.08559375
199,0.00860625,-0.1029625
200,0.00381875,-0.1178
201,-0.0011875,-0.1339625
202,0.001375,-0.14834375
203,0.01239375,-0.15801875
204,0.02396875,-0.16465625
205,0.028575,-0.1746875
206,0.03593125,-0.18738749999999998
207,0.0452375,-0.19911875
208,0.050725,-0.20681875
209,0.05016875,-0.2044375
210,0.0490875,-0.1959125
211,0.05088125,-0.2007125
212,0.0542375,-0.210275
213,0.05701875,-0.20978750000000002
214,0.05885,-0.20623125
215,0.05716875,-0.20024375
216,0.046656249999999996,-0.1900875
217,0.03318125,-0.17210625000000002
218,0.01599375,-0.1545875
219,0.0013812499999999999,-0.14095625
220,-0.0058125,-0.12613125
221,-0.007975,-0.1251375
222,-0.00500625,-0.13596875
223,0.0058625,-0.14409375
224,0.02375625,-0.1483875
225,0.03995625,-0.15019375
226,0.0500375,-0.1499875
227,0.06268750000000001,-0.1510625
228,0.07700625,-0.15205625
229,0.08514375,-0.15335625
230,0.09104374999999999,-0.1565125
231,0.1034875,-0.160125
232,0.11758125,-0.1617875
233,0.12085,-0.16295625
234,0.11571875,-0.16354375
235,0.11416875,-0.16181875
236,0.1123625,-0.15806875
237,0.10936875,-0.155125
238,0.109175,-0.152625
239,0.1155375,-0.15080625
240,0.12970625,-0.1523
241,0.14475,-0.15369375
242,0.1538,-0.1477625
243,0.15978125,-0.14561875
244,0.16376875,-0.1490125
245,0.1653625,-0.14899375
246,0.166725,-0.148
247,0.16915,-0.1511625
248,0.17348125,-0.15763749999999999
249,0.180275,-0.16338125
250,0.18540625,-0.1705125
251,0.18643125,-0.17915625
252,0.19624375,-0.18853124999999998
253,0.2090625,-0.20197500000000002
254,0.19014999999999999,-0.209
255,0.17059375,-0.21519375
256,0.18336875,-0.23353125
257,0.22658125,-0.26159375
258,0.2497625,-0.2955625
259,0.226575,-0.2807375
260,0.17223125,-0.2526875
261,0.1179,-0.22464375
262,0.06359375,-0.19659375
263,0.00925625,-0.16855
264,-0.04508125,-0.1405
265,-0.09939999999999999,-0.11245
266,-0.15371875000000002,-0.08440625
267,-0.2080625,-0.05635625
268,-0.2624,-0.0283125
269,-0.684025,-0.0254
270,-1.2015625,-0.06853125
271,-1.0865562500000001,-0.09820625
272,-0.6244875,-0.04225
273,-0.29960625,0.00679375
274,-0.10162500000000001,-0.0033375
275,0.0029687499999999996,0.0032312499999999997
276,-0.17038125,-0.04016875
277,-0.262175,-0.06283125
278,-0.27913125,-0.07516875
279,-0.343225,-0.12111875
280,-0.542975,-0.18535625
281,-0.76353125,-0.20734375
282,-0.90791875,-0.21983125
283,-1.0031375,-0.24173125
284,-0.9983187499999999,-0.238175
285,-0.98276875,-0.23475625
286,-0.9937375,-0.24444375
287,-0.9999750000000001,-0.25146875
288,-0.97713125,-0.25424375
289,-0.9535875,-0.254425
290,-0.933025,-0.25121875
291,-0.91075,-0.25176875
292,-0.8938625,-0.25141875
293,-0.878875,-0.2506125
294,-0.87263125,-0.2502875
295,-0.85640625,-0.2521625
296,-0.83775,-0.25606249999999997
297,-0.8342375,-0.2611375
298,-0.82543125,-0.26425624999999997
299,-0.65484375,-0.23555625
0,-0.01245625,0.10255
1,-0.0117125,-0.0216125
2,-0.00664375,-0.01685
3,-0.00031874999999999997,-0.01675
4,0.004375,-0.0272125
5,0.010725,-0.03605
6,0.02081875,-0.0440375
7,0.0271,-0.05249375
8,0.0270125,-0.06075625
9,0.02629375,-0.06785625
10,0.02745,-0.070825
11,0.02630625,-0.07111875
12,0.022975,-0.07534375
13,0.02178125,-0.0581
14,0.03973125,0.028575
15,0.0571375,0.10087499999999999
16,0.04844375,0.11414375
17,0.038393750000000004,0.1191875
18,0.03240625,0.12574375000000002
19,0.03100625,0.13003125
20,0.03415,0.1334
21,0.0364375,0.13710624999999999
22,0.03710625,0.140675
23,0.04246875,0.14014375
24,0.046468749999999996,0.1363875
25,0.0469375,0.1370125
26,0.04586875,0.14060625
27,0.04326875,0.13831875
28,0.04003125,0.12801875000000001
29,0.038225,0.11468125
30,0.03505,0.10605625
31,0.03171875,0.099025
32,0.0280625,0.0908875
33,0.02395,0.08096249999999999
34,0.020725,0.06848749999999999
35,0.01689375,0.056375
36,0.01185625,0.0472
37,0.00804375,0.04368125
38,0.0028374999999999997,0.0446875
39,-0.00056875,0.0478375
40,-0.0011,0.05079375
41,-6.25e-05,0.049225
42,6.875e-05,0.04566875
43,-0.00073125,0.04454375
44,-0.003125,0.0448625
45,-0.00589375,0.04636875
46,-0.01090625,0.0479875
47,-0.01511875,0.046375
48,-0.015918750000000002,0.043925
49,-0.01465625,0.0443875
50,-0.009975,0.04751875
51,-0.00510625,0.04695
52,0.00060625,0.04398125
53,0.00846875,0.039175
54,0.01565,0.03246875
55,0.02083125,0.02228125
56,0.02238125,0.0112625
57,0.02675,0.0029625
58,0.03306875,-0.00376875
59,0.0332,-0.0118625
60,0.03155,-0.01820625
61,0.030262499999999998,-0.0234125
62,0.025225,-0.02710625
63,0.0240125,-0.03268125
64,0.02746875,-0.035525
65,0.0271375,-0.03341875
66,0.0256875,-0.03345625
67,0.0271,-0.03629375
68,0.02445625,-0.0384875
69,0.021475,-0.03855625
70,0.02,-0.038525
71,0.023225,-0.0402125
72,0.02765625,-0.0399875
73,0.02823125,-0.0371875
74,0.024,-0.0388875
75,0.019325,-0.0447
76,0.016925,-0.05005625
77,0.0148625,-0.05000625
78,0.00883125,-0.04725
79,-0.0027875,-0.05010625
80,-0.01294375,-0.05428125
81,-0.02035,-0.05785
82,-0.02808125,-0.0613
83,-0.03899375,-0.0611875
84,-0.03981875,-0.06463125
85,0.02596875,-0.0347375
86,0.0789625,0.07715625
87,-0.0219125,0.139975
88,-0.06435,0.14114375
89,-0.076775,0.1349875
90,-0.0881,0.135525
91,-0.0972125,0.140375
92,-0.1075375,0.14568125
93,-0.11191875,0.1477125
94,-0.112825,0.1463
95,-0.121325,0.14484375
96,-0.13008125,0.14585625
97,-0.13355625,0.1472875
98,-0.1379875,0.14501875
99,-0.1446875,0.1389875
100,-0.15003125,0.1333
101,-0.15545625,0.1244375
102,-0.1625875,0.11439375
103,-0.16876875,0.106275
104,-0.17150625,0.09855
105,-0.1739125,0.08984375
106,-0.17875625,0.08258125
107,-0.18150625,0.0731
108,-0.17826875,0.06274375
109,-0.1756,0.055425
110,-0.17463125,0.05105
111,-0.173625,0.04604375
112,-0.17089375,0.03969375
113,-0.16713125,0.03334375
114,-0.1629375,0.03041875
115,-0.15849375,0.028175
116,-0.15686875,0.032037500000000003
117,-0.1556375,0.04108125
118,-0.155625,0.0495375
119,-0.15150625,0.05084375
120,-0.14803125,0.048725
121,-0.14814375,0.0483875
122,-0.1489125,0.05001875
123,-0.1479875,0.052199999999999996
124,-0.1458875,0.05436875
125,-0.15088125,0.051825
126,-0.16478125,0.04759375
127,-0.175275,0.044675
128,-0.17875625,0.0396875
129,-0.18301875,0.03781875
130,-0.1869,0.04129375
131,-0.18964999999999999,0.04339375
132,-0.1938625,0.0416875
133,-0.19959375000000001,0.037125
134,-0.2115625,0.03336875
135,-0.22545625,0.03536875
136,-0.235575,0.04135
137,-0.24420625,0.0439125
138,-0.24978125,0.04541875
139,-0.248425,0.04775
140,-0.24093124999999999,0.051075
141,-0.23828125,0.05311875
142,-0.23276875,0.05253125
143,-0.22275,0.04968125
144,-0.21539375,0.04436875
145,-0.20955000000000001,0.0362
146,-0.19856875,0.0303375
147,-0.18806875,0.0261375
148,-0.1795,0.017175
149,-0.17261875,0.0049812500000000004
150,-0.16605,-0.0077375000000000005
151,-0.16013125,-0.018175
152,-0.1577375,-0.02369375
153,-0.15811250000000002,-0.02751875
154,-0.15563749999999998,-0.033275
155,-0.15386875,-0.0405125
156,-0.1478,-0.04608125
157,-0.1394875,-0.0495875
158,-0.13276875,-0.05743125
159,-0.1282875,-0.070225
160,-0.125725,-0.0843625
161,-0.12276875,-0.0987625
162,-0.11786875,-0.1072125
163,-0.1118625,-0.11359999999999999
164,-0.10233125,-0.12089375
165,-0.0929125,-0.1283875
166,-0.090225,-0.133325
167,-0.087525,-0.13400625
168,-0.0804375,-0.137475
169,-0.07371875,-0.1427875
170,-0.06906875,-0.146975
171,-0.06745625,-0.15666875
172,-0.0618125,-0.169175
173,-0.0259625,-0.13974375
174,0.0189,-0.08444375
175,0.0637,-0.0291375
176,0.10858125,0.026162499999999998
177,0.1534,0.0814625
178,0.19822499999999998,0.13676875
179,0.22455,0.2102875
180,0.183025,0.2283625
181,0.15503125,0.2058125
182,0.13855625,0.18705
183,0.1376125,0.1799375
184,0.1430375,0.17830000000000001
185,0.12846875,0.1753125
186,0.10458125,0.1779375
187,0.0793125,0.17884375
188,0.06001875,0.17716875
189,0.0506625,0.17309375
190,0.041993749999999996,0.1642
191,0.0346125,0.15381875
192,0.0274875,0.1462375
193,0.022975,0.13921875
194,0.0225875,0.12983125
195,0.0239625,0.12164375
196,0.02620625,0.11199375
197,0.027225,0.10085625
198,0.02728125,0.09275
199,0.0323125,0.08665625
200,0.038075,0.07670625
201,0.04225,0.0661375
202,0.04635625,0.0556625
203,0.052475,0.0474375
204,0.06258125,0.043025
205,0.07674375,0.0376125
206,0.0935,0.03233125
207,0.1086,0.0268375
208,0.1217,0.0205625
209,0.13589375,0.0158
210,0.1531875,0.008675
211,0.16539375,0.0029625
212,0.17100625,-0.00020625
213,0.17831875,-0.00291875
214,0.187475,-0.00825
215,0.19528125,-0.0131375
216,0.20276875,-0.0158875
217,0.21403125,-0.0175875
218,0.22643125,-0.01953125
219,0.23515625,-0.0242875
220,0.24144375,-0.0287375
221,0.24825,-0.03203125
222,0.25405625,-0.03496875
223,0.25829375,-0.03834375
224,0.26185,-0.04480625
225,0.26305,-0.04949375
226,0.26424375,-0.05584375
227,0.26761875,-0.0660125
228,0.2693375,-0.076125
229,0.26714375,-0.07755625
230,0.268325,-0.072825
231,0.2707,-0.06836249999999999
232,0.26965625,-0.067375
233,0.26766875,-0.0689625
234,0.26729375,-0.07075000000000001
235,0.26765625,-0.07061875
236,0.269,-0.07175
237,0.2705875,-0.07449375
238,0.27104375,-0.08200625
239,0.2702,-0.0922625
240,0.2720875,-0.0996625
241,0.27035625,-0.105125
242,0.2599,-0.109025
243,0.24641875,-0.111125
244,0.231675,-0.10985
245,0.21428125,-0.1049875
246,0.19770625,-0.09781875
247,0.1855875,-0.0911375
248,0.1772375,-0.09090625
249,0.17223125,-0.093175
250,0.17075625,-0.0919125
251,0.1730875,-0.0887375
252,0.17701875,-0.08726875
253,0.1796875,-0.08583125
254,0.1882,-0.0904875
255,0.2015625,-0.09885
256,0.21844375,-0.06590625
257,0.20274375,0.0427875
258,0.17771875,0.08878749999999999
259,0.17978125,0.08056875
260,0.181475,0.0715875
261,0.18216875,0.06199375
262,0.18470625,0.053274999999999996
263,0.1834,0.048356249999999996
264,0.18335,0.0426125
265,0.18463125,0.0346
266,0.18279375,0.02571875
267,0.18475625,0.0183125
268,0.1928625,0.01169375
269,0.197325,0.00643125
270,0.19738125,0.00123125
271,0.201275,-0.00285625
272,0.2052125,-0.0051375
273,0.20720625,-0.0102875
274,0.2097625,-0.019775
275,0.21509375,-0.028143750000000002
276,0.21789375,-0.0345875
277,0.2180875,-0.04355625
278,0.2190875,-0.05243125
279,0.21945625,-0.06129375
280,0.2185375,-0.06865625
281,0.2186875,-0.074525
282,0.22325625,-0.08039375
283,0.22005625,-0.0810375
284,0.20881875,-0.078725
285,0.20373125,-0.0821375
286,0.23003125,-0.07120625
287,0.27629375,-0.0399625
288,0.32254375,-0.00871875
289,0.3688,0.022525
290,0.41505625,0.0537625
291,0.46130625000000003,0.0850125
292,0.52990625,0.14016875
293,0.537525,0.16551875
294,0.55355,0.15529375
295,0.559025,0.14156875
296,0.56583125,0.130975
297,0.5690625,0.12833125
298,0.56683125,0.12878125
299,0.56539375,0.05373125
0,-0.012118750000000001,0.10285
1,-0.01133125,-0.0200625
2,-0.01024375,-0.011825
3,-0.00584375,-0.0026125
4,0.00364375,-0.00199375
5,0.008025000000000001,-0.004325
6,0.01128125,-0.006
7,0.0321875,-0.0086125
8,0.07989375,-0.0352375
9,0.04758125,-0.064425
10,0.00905625,-0.043975
11,-0.0185125,-0.061081250000000004
12,-0.01316875,-0.06195625
13,0.015425,-0.05096875
14,-0.0117625,-0.0649
15,-0.026762499999999998,-0.0678875
16,-0.02468125,-0.05798125
17,-0.03508125,-0.0547375
18,-0.015112500000000001,-0.054175
19,0.01713125,-0.05516875
20,0.03889375,-0.04260625
21,0.04754375,-0.03160625
22,-0.1068875,-0.01243125
23,-0.31548125,0.01021875
24,-0.34543125,0.02695
25,-0.33165,0.03589375
26,-0.31364375,0.04634375
27,-0.2947625,0.0567
28,-0.2795,0.06789375
29,-0.26816875,0.07645
30,-0.25865625,0.08171874999999999
31,-0.25605625,0.08518125
32,-0.25798125,0.08461875
33,-0.257725,0.0873625
34,-0.25571875,0.0927125
35,-0.2574,0.09468125000000001
36,-0.264575,0.09264375
37,-0.2703125,0.0942875
38,-0.27541875,0.09811875
39,-0.28063125,0.09635625
40,-0.284375,0.09084375
41,-0.287925,0.08736875
42,-0.29745625,0.0923375
43,-0.2882625,0.0889125
44,-0.09509375,-0.0066437499999999995
45,0.20371875,-0.1796875
46,0.30603125,-0.25143125
47,0.31595,-0.2607
48,0.30685,-0.27819375
49,0.2822875,-0.29585625
50,0.274725,-0.2890875
51,0.28265625,-0.28820625
52,0.302375,-0.290025
53,0.3192,-0.28314375
54,0.30921875,-0.256625
55,0.17825625,-0.13756875
56,0.0189625,-0.04766875
57,0.01741875,-0.038075
58,0.10224375,-0.0432
59,0.13121875,-0.03581875
60,0.11648125,-0.04071875
61,0.1570875,-0.02199375
62,0.199625,-0.0111
63,0.210925,-0.00346875
64,0.1786375,-0.01540625
65,0.2198375,0.006956250000000001
66,0.20886875,0.025375
67,0.21475625,6.249999999999908e-06
68,0.230025,-0.00965
69,0.22924375,-0.01660625
70,0.2303625,-0.02313125
71,0.235425,-0.028493749999999998
72,0.24180625,-0.0372625
73,0.249975,-0.051275
74,0.2511875,-0.05228125
75,0.2458875,-0.041325
76,0.24250625,-0.03168125
77,0.23996875,-0.0203
78,0.23866874999999999,-0.0139625
79,0.240975,-0.01236875
80,0.241125,-0.00710625
81,0.234125,-0.00215625
82,0.2244625,0.00279375
83,0.2207625,0.00835
84,0.219675,0.0114875
85,0.21675625,0.0109875
86,0.21128750000000002,0.00614375
87,0.20465625,-0.000675
88,0.20125,-0.00645
89,0.199,-0.009112499999999999
90,0.19415,-0.00629375
91,0.1887,-0.0031375
92,0.18905,0.0009375
93,0.1876875,0.005975
94,0.1895125,0.01254375
95,0.1929875,0.0213
96,0.19213125,0.0318125
97,0.186925,0.04178125
98,0.1822,0.0470875
99,0.17923125,0.05180625
100,0.1730375,0.059006249999999996
101,0.16613125,0.06569375
102,0.15594375,0.0693125
103,0.14310625,0.0727
104,0.1314,0.0796125
105,0.11899375,0.08573125
106,0.106575,0.0895375
107,0.0991125,0.09070625
108,0.09511875,0.09024375
109,0.0932625,0.08933125
110,0.09163125,0.08698125
111,0.09343749999999999,0.08508125
112,0.1016375,0.08365625
113,0.107325,0.08406875
114,0.1165125,0.0906625
115,0.12425,0.09841875
116,0.12633125,0.10336875
117,0.1291625,0.1067375
118,0.1361,0.110275
119,0.14656875,0.11516875
120,0.1534875,0.11916875
121,0.1556875,0.12035625
122,0.16015,0.12324375
123,0.16501875,0.13073125
124,0.165325,0.13901249999999998
125,0.16695625,0.14477500000000001
126,0.17318125,0.14886875
127,0.17515625,0.148525
128,0.1824,0.143625
129,0.196075,0.138175
130,0.20485,0.132825
131,0.2062875,0.12714999999999999
132,0.21034375,0.11905625
133,0.22483124999999998,0.11113125
134,0.2400875,0.10400625000000001
135,0.24783125,0.09861875
136,0.24863125,0.0992
137,0.244575,0.1037875
138,0.23733125,0.10814375
139,0.23300625,0.11131875
140,0.23266875,0.1137875
141,0.23204375,0.11841875
142,0.2336125,0.1236625
143,0.2432,0.12491875
144,0.251125,0.12104375
145,0.25398750000000003,0.1184625
146,0.2545875,0.114525
147,0.24983125,0.1120875
148,0.238075,0.11156875000000001
149,0.2269,0.11356875
150,0.2225875,0.11765
151,0.22013125,0.12271875
152,0.21908125,0.12851875
153,0.21645625000000002,0.13575625
154,0.21459375,0.14630625
155,0.213775,0.1575
156,0.21495625,0.16625
157,0.22044375,0.17085
158,0.2212125,0.16868125
159,0.21578125,0.16926875
160,0.20571875,0.17696875
161,0.1991375,0.1854625
162,0.193325,0.19385625
163,0.19018125,0.2084125
164,0.19931875,0.22249375
165,0.21034375,0.2285
166,0.21461875,0.22893125
167,0.21098125,0.22530624999999999
168,0.21058749999999998,0.22348125
169,0.2118625,0.22290625
170,0.2114,0.22334375
171,0.21285,0.22483125
172,0.2107625,0.2278125
173,0.213925,0.23040625
174,0.2162625,0.235475
175,0.214225,0.24126875
176,0.21773125000000002,0.24228125
177,0.2225125,0.2411125
178,0.21533125,0.23652499999999999
179,0.20593125,0.23230625
180,0.206175,0.23218125
181,0.20605625,0.2327
182,0.20525625,0.23178125
183,0.20498125,0.22885625
184,0.19711875,0.2269125
185,0.18799375,0.22998125
186,0.1878,0.23341875
187,0.1916875,0.2341125
188,0.19651875,0.2349875
189,0.19969375,0.23994375
190,0.2105625,0.24475
191,0.22425625,0.24775
192,0.23014375,0.250725
193,0.223425,0.25790625
194,0.2117875,0.27265625
195,0.19980625,0.27610625
196,0.18776874999999998,0.272025
197,0.18788749999999999,0.28383125
198,0.19584375,0.28341875
199,0.1812625,0.2265625
200,0.15985,0.1628375
201,0.16358125,0.14698125
202,0.10134375,0.09160625
203,0.0169375,0.0398
204,0.0011625,-0.0004249999999999999
205,-0.004325,-0.0171875
206,-0.01768125,-0.02368125
207,-0.01533125,-0.02306875
208,-0.0129875,-0.02244375
209,-0.01064375,-0.021825
210,-0.0083,-0.0212125
211,-0.0059625,-0.0205875
212,-0.0036125000000000003,-0.019975
213,-0.00126875,-0.01935625
214,0.001075,-0.01873125
215,0.00341875,-0.01811875
216,0.0057687500000000004,-0.01749375
217,0.00196875,-0.0010249999999999999
218,-0.031625,-0.0015875
219,-0.01854375,-0.0072
220,0.01690625,-0.00240625
221,0.04246875,-0.0013562499999999998
222,0.07738125,-0.03169375
223,0.201625,-0.0797875
224,0.44489375,-0.1628875
225,0.63045625,-0.2238375
226,0.74004375,-0.2562375
227,0.75015625,-0.252375
228,0.74470625,-0.24530625
229,0.75896875,-0.23934375
230,0.77491875,-0.23481875
231,0.7844125,-0.23253125
232,0.7866,-0.23213125
233,0.79459375,-0.232875
234,0.817675,-0.22949375
235,0.823175,-0.2133625
236,0.78080625,-0.18074375
237,0.7863249999999999,-0.16671875
238,0.80255,-0.15918125
239,0.78201875,-0.14035625000000002
240,0.7708875,-0.1336
241,0.76440625,-0.13145
242,0.7690875,-0.1299375
243,0.77363125,-0.1336375
244,0.77571875,-0.12376875
245,0.7469,-0.13285
246,0.7123375000000001,-0.12465625
247,0.72274375,-0.1154875
248,0.71581875,-0.10356875
249,0.74209375,-0.0920875
250,0.7499750000000001,-0.09786875
251,0.61698125,-0.036025
252,0.33885624999999997,0.10123125
253,0.25191875,0.161325
254,0.2718625,0.1648375
255,0.295225,0.1642875
256,0.319375,0.16655
257,0.3464,0.17228125
258,0.36645,0.177275
259,0.3806375,0.18094375000000001
260,0.3989125,0.18305625
261,0.4040875,0.18589375
262,0.41324375,0.19064375
263,0.43523125,0.19379375
264,0.44172500000000003,0.19350625
265,0.43395625,0.1928375
266,0.4132,0.19199375
267,0.39706874999999997,0.1911875
268,0.3964875,0.19323125
269,0.39516249999999997,0.19269375
270,0.3910625,0.1872
271,0.3825,0.1843
272,0.37139375,0.1861875
273,0.35699375,0.18901875
274,0.33843125,0.19091875
275,0.32425,0.1957125
276,0.318775,0.20355
277,0.31775625,0.21315
278,0.31373125,0.22421875
279,0.3123375,0.232375
280,0.3099625,0.23886875
281,0.30299375,0.24940625
282,0.30083125,0.26151875
283,0.29995,0.26945625
284,0.29825,0.272475
285,0.30283125,0.2749125
286,0.3032,0.28048125
287,0.291925,0.270175
288,0.2779625,0.2536625
289,0.26575624999999997,0.25745
290,0.24736875,0.26635
291,0.24019375,0.26945625
292,0.2372,0.26820625
293,0.23565,0.27398125
294,0.23558125,0.28091875
295,0.2368375,0.28545625
296,0.2383625,0.29334375
297,0.23491875,0.29575
298,0.20938125,0.243
299,0.1822125,0.15048125
0,-0.0118,0.10240625
1,-0.01111875,-0.02191875
2,-0.01344375,-0.0155875
3,-0.0216,-0.0101875
4,-0.0296125,-0.01405
5,-0.03909375,-0.01943125
6,-0.05763125,-0.0236875
7,-0.08030625,-0.02389375
8,-0.08836875,-0.0234625
9,-0.07866875,-0.02630625
10,-0.0728875,-0.02854375
11,-0.0714,-0.033875
12,-0.062625,-0.03761875
13,-0.0503875,-0.0381375
14,-0.03875625,-0.0407125
15,-0.02180625,-0.0450875
16,-0.0115,-0.04719375
17,-0.00838125,-0.04539375
18,-0.011425,-0.04078125
19,-0.0163625,-0.0357
20,-0.02444375,-0.035225
21,-0.0310125,-0.0376125
22,-0.032924999999999996,-0.0407625
23,-0.03265625,-0.040075
24,-0.03096875,-0.04225
25,-0.033549999999999996,-0.04229375
26,-0.03164375,-0.03438125
27,-0.0303375,-0.02879375
28,-0.03556875,-0.024775
29,-0.0472375,-0.0203125
30,-0.05788125,-0.0181625
31,-0.065975,-0.02076875
32,-0.0698625,-0.02665625
33,-0.068225,-0.034925
34,-0.06224375,-0.0445
35,-0.0523375,-0.0561375
36,-0.04590625,-0.06970625
37,-0.05098125,-0.08474999999999999
38,-0.06123125,-0.08813125
39,-0.07511875,-0.0816125
40,-0.09084375,-0.07260625
41,-0.10521875,-0.06463125
42,-0.11238125,-0.0548
43,-0.1232,-0.04674375
